date,price,bedrooms,bathrooms,home sqft,lot sqft,floors,condition,year built,street,city,country
2014-06-09 00:00:00,750000.0,4.0,3.25,2050,5000,2.0,4,1987,427 27th Ave E,Seattle,USA
2014-06-09 00:00:00,290000.0,4.0,3.0,2390,4500,2.0,3,1974,312 Wells Ave N,Renton,USA
2014-06-09 00:00:00,270000.0,4.0,2.75,1990,7252,1.0,3,1999,2820 V Ct SE,Auburn,USA
2014-06-09 00:00:00,229950.0,4.0,1.75,1300,21000,1.0,4,1969,32838 38th Ave S,Federal Way,USA
2014-06-09 00:00:00,234999.0,3.0,1.0,1330,8912,1.0,3,1948,4725 S 172nd St,SeaTac,USA
2014-06-09 00:00:00,265000.0,2.0,1.0,1000,31505,1.0,3,1960,32823 NE 195th St,Duvall,USA
2014-06-09 00:00:00,367300.0,4.0,2.75,2190,14937,2.0,3,1993,4816 S 277th Pl,Auburn,USA
2014-06-09 00:00:00,550000.0,3.0,1.75,1380,3402,1.5,3,1900,929 24th Ave,Seattle,USA
2014-06-09 00:00:00,743700.0,4.0,2.5,2610,33206,2.0,3,1988,21306 NE 69th Ct,Redmond,USA
2014-06-09 00:00:00,352750.0,2.0,1.75,1060,1241,2.0,3,2008,323 25th Ave S,Seattle,USA
2014-06-09 00:00:00,403950.0,2.0,1.0,710,1136,2.0,4,1943,2360 Fairview Ave E,Seattle,USA
2014-06-09 00:00:00,980000.0,4.0,2.5,2730,4800,1.5,5,1909,2518 1st Ave W,Seattle,USA
2014-06-09 00:00:00,585000.0,4.0,1.75,2470,131790,2.0,3,1937,18206 McLean Rd SW,Vashon,USA
2014-06-09 00:00:00,554000.0,3.0,1.75,1760,10780,1.0,3,1977,1829 140th Ave SE,Bellevue,USA
2014-06-09 00:00:00,546000.0,3.0,2.5,1530,3464,2.0,3,1998,15004 NE 8th Pl,Bellevue,USA
2014-06-09 00:00:00,280000.0,2.0,1.75,1610,158558,1.5,2,1948,7704 376th Ave SE,Snoqualmie,USA
2014-06-09 00:00:00,212500.0,2.0,2.0,1030,21712,1.0,4,1938,12450 2nd Ave S,Seattle,USA
2014-06-09 00:00:00,739000.0,4.0,2.5,2800,246114,2.0,3,1999,6209 284th Way NE,Carnation,USA
2014-06-09 00:00:00,428000.0,3.0,2.0,1310,2550,1.0,3,1986,8519 Fremont Ave N,Seattle,USA
2014-06-09 00:00:00,965000.0,4.0,2.25,3160,34560,1.0,4,1981,14461 156th Ave NE,Woodinville,USA
2014-06-09 00:00:00,364900.0,3.0,3.0,2500,8304,2.0,3,1997,13124 SE 223rd Ct,Kent,USA
2014-06-09 00:00:00,559000.0,3.0,1.5,2070,5386,1.0,4,1948,8328 14th Ave NW,Seattle,USA
2014-06-09 00:00:00,213000.0,4.0,1.75,1980,9000,1.0,2,1978,32835 38th Ct SW,Federal Way,USA
2014-06-09 00:00:00,620000.0,3.0,2.5,2590,7237,2.0,3,2004,11331 19th Ave NE,Seattle,USA
2014-06-09 00:00:00,240000.0,4.0,1.0,1910,16320,1.5,3,1934,9817 26th Ave SW,Seattle,USA
2014-06-09 00:00:00,852500.0,3.0,2.5,2630,10100,1.0,4,1967,14008 SE 45th Ct,Bellevue,USA
2014-06-09 00:00:00,600000.0,3.0,2.5,2630,77972,2.0,3,2004,31611 NE Cherry Valley Rd,Duvall,USA
2014-06-09 00:00:00,410000.0,3.0,2.5,1960,4400,2.0,3,2006,33823 SE Odell St,Snoqualmie,USA
2014-06-09 00:00:00,328000.0,3.0,1.75,1440,45302,2.0,3,1977,31720 NE 123rd St,Duvall,USA
2014-06-09 00:00:00,625000.0,3.0,1.75,2210,16200,1.0,3,1958,2022 123rd Ave SE,Bellevue,USA
2014-06-09 00:00:00,649950.0,4.0,2.5,2350,63162,2.0,4,1994,21601-21799 NE 175th St,Woodinville,USA
2014-06-09 00:00:00,235000.0,3.0,1.0,1590,13000,1.5,3,1944,13726-13736 8th Ave SW,Burien,USA
2014-06-09 00:00:00,489000.0,3.0,3.5,1500,1249,2.0,3,2004,6008 14th Ave NW,Seattle,USA
2014-06-09 00:00:00,536000.0,3.0,2.5,1900,6224,2.0,3,2005,1706 251st Pl SE,Sammamish,USA
2014-06-09 00:00:00,400000.0,4.0,3.5,2370,3692,2.5,3,2013,3704 NE 14th St,Renton,USA
2014-06-09 00:00:00,398000.0,3.0,2.5,1720,1715,2.0,3,2004,6006 41st Ave SW,Seattle,USA
2014-06-09 00:00:00,379000.0,4.0,1.5,2020,7560,1.0,4,1960,11303 146th Ave SE,Renton,USA
2014-06-09 00:00:00,345000.0,2.0,1.5,1340,1210,2.0,3,2008,1718-1748 21st Ave S,Seattle,USA
2014-06-09 00:00:00,365000.0,3.0,2.5,1800,2700,2.0,3,2011,2803 SW Bataan St,Seattle,USA
2014-06-09 00:00:00,315000.0,3.0,2.5,1480,1590,2.0,3,2010,2202 SW Elmgrove St,Seattle,USA
2014-06-10 00:00:00,571000.0,4.0,2.0,2750,7807,1.5,5,1916,12042 38th Ave NE,Seattle,USA
2014-06-10 00:00:00,1025000.0,5.0,4.0,3760,28040,2.0,3,1983,4143 118th Ave NE,Kirkland,USA
2014-06-10 00:00:00,695000.0,3.0,2.75,2540,4694,2.0,3,2005,1306 236th Pl NE,Sammamish,USA
2014-06-10 00:00:00,225000.0,3.0,1.75,1760,26055,1.0,3,1979,18035 SE 262nd Pl,Covington,USA
2014-06-10 00:00:00,740000.0,3.0,2.5,3000,25341,2.0,3,1995,7617 245th Way NE,Redmond,USA
2014-06-10 00:00:00,315000.0,4.0,2.5,1930,9643,2.0,4,1992,12108 SE 218th Pl,Kent,USA
2014-06-10 00:00:00,1230000.0,4.0,2.5,3040,7000,2.0,3,2001,7024 SE 20th St,Mercer Island,USA
2014-06-10 00:00:00,420000.0,2.0,1.0,860,3880,1.0,4,1916,7743 27th Ave NW,Seattle,USA
2014-06-10 00:00:00,310000.0,3.0,1.75,1420,7650,1.0,4,1984,2714 NE 4th Ct,Renton,USA
2014-06-10 00:00:00,700000.0,3.0,2.0,2080,3880,1.0,5,1954,7735 27th Ave NW,Seattle,USA
2014-06-10 00:00:00,269000.0,3.0,2.5,1560,4200,2.0,3,2003,23620 SE 243rd Pl,Maple Valley,USA
2014-06-10 00:00:00,369990.0,4.0,2.5,1960,7133,2.0,3,2002,2125 NE 6th Cir,Renton,USA
2014-06-10 00:00:00,800000.0,3.0,2.25,1620,4500,2.0,4,1926,2565-2599 3rd Ave W,Seattle,USA
2014-06-10 00:00:00,569000.0,5.0,3.0,3670,10583,1.0,5,1952,5011 NE 180th St,Lake Forest Park,USA
2014-06-10 00:00:00,175000.0,6.0,1.5,1930,8400,1.0,3,1971,416 SW 130th St,Burien,USA
2014-06-10 00:00:00,440000.0,3.0,1.5,1290,1286,3.0,3,2000,4507 Linden Ave N,Seattle,USA
2014-06-10 00:00:00,435000.0,5.0,2.25,1970,15247,1.0,3,1986,4309 327th Pl SE,Fall City,USA
2014-06-10 00:00:00,345000.0,3.0,1.75,1540,6909,1.0,4,1955,16000-16098 15th Ave NE,Shoreline,USA
2014-06-10 00:00:00,558000.0,4.0,2.0,2180,3870,1.0,3,1900,729 23rd Ave,Seattle,USA
2014-06-10 00:00:00,475000.0,2.0,1.75,1490,224334,1.0,3,1983,5050-5132 Foster Ave SE,Auburn,USA
2014-06-10 00:00:00,490000.0,3.0,2.0,2220,10275,2.0,3,1980,15 Mt Pilchuck Ave NW,Issaquah,USA
2014-06-10 00:00:00,335000.0,3.0,1.75,2430,9133,1.0,4,1978,4618 NE 22nd Pl,Renton,USA
2014-06-10 00:00:00,350000.0,2.0,0.75,1392,43710,1.5,4,1978,17404 94th Ave SW,Vashon,USA
2014-06-10 00:00:00,100000.0,4.0,1.0,1120,2685,1.0,3,1939,1006 N 5th St,Renton,USA
2014-06-10 00:00:00,417500.0,4.0,1.0,1390,10800,1.5,4,1941,115 NW 132nd St,Seattle,USA
2014-06-10 00:00:00,253000.0,3.0,1.75,2040,7281,1.0,3,1962,4056 S 151st St,Tukwila,USA
2014-06-10 00:00:00,1240000.0,5.0,3.0,2830,7500,2.0,3,1923,4007 48th Ave NE,Seattle,USA
2014-06-10 00:00:00,490000.0,4.0,2.5,3020,8302,2.0,4,1994,26529 161st Ave SE,Covington,USA
2014-06-10 00:00:00,470000.0,3.0,1.75,2290,14800,1.0,3,1965,5319 NE 201st Pl,Lake Forest Park,USA
2014-06-10 00:00:00,483300.0,4.0,2.0,1210,11100,1.0,4,1955,3911 147th Ave SE,Bellevue,USA
2014-06-10 00:00:00,659000.0,3.0,2.5,2510,6320,2.0,3,1996,2651 230th Ave SE,Sammamish,USA
2014-06-10 00:00:00,480000.0,4.0,1.75,2320,4322,1.0,3,1910,3149 35th Ave S,Seattle,USA
2014-06-10 00:00:00,165000.0,3.0,1.0,970,6600,1.0,3,1965,13240 Occidental Ave S,Burien,USA
2014-06-10 00:00:00,659500.0,3.0,1.75,1820,5500,1.0,4,1957,4115 NE 62nd St,Seattle,USA
2014-06-10 00:00:00,219900.0,3.0,1.0,970,7742,1.0,4,1967,31716 6th Ave S,Federal Way,USA
2014-06-10 00:00:00,315000.0,2.0,1.0,1740,3622,1.0,4,1924,5237 Martin Luther King Jr Way S,Seattle,USA
2014-06-10 00:00:00,250000.0,3.0,1.75,1590,7560,1.0,3,1984,12033 SE 223rd Dr,Kent,USA
2014-06-10 00:00:00,268000.0,2.0,1.0,1380,5000,1.0,3,1943,3010 S Holden St,Seattle,USA
2014-06-10 00:00:00,380000.0,4.0,1.5,1680,11123,1.0,3,1959,236 NW 176th Pl,Shoreline,USA
2014-06-10 00:00:00,499000.0,2.0,1.0,1220,3000,1.0,3,1926,637 NW 74th St,Seattle,USA
2014-06-10 00:00:00,285000.0,2.0,2.0,1651,18200,1.0,3,1946,15923 Vashon Hwy SW,Vashon,USA
2014-06-10 00:00:00,183000.0,3.0,1.75,1330,9200,1.0,4,1973,3301 20th St SE,Auburn,USA
2014-06-10 00:00:00,1070000.0,3.0,3.0,2940,4622,2.0,4,1988,4814 University View Pl NE,Seattle,USA
2014-06-10 00:00:00,429000.0,3.0,3.25,1410,1246,3.0,3,2005,9507 Ashworth Ave N,Seattle,USA
2014-06-10 00:00:00,403000.0,2.0,1.0,1100,3598,1.0,4,1926,3242 15th Ave S,Seattle,USA
2014-06-10 00:00:00,375500.0,3.0,1.5,1530,7200,1.0,3,1975,3005 NE 194th St,Lake Forest Park,USA
2014-06-10 00:00:00,1795000.0,5.0,3.25,5270,17232,2.0,3,1977,5355 84th Pl SE,Mercer Island,USA
2014-06-10 00:00:00,516200.0,3.0,2.0,2110,5150,1.0,5,1919,4836 S Findlay St,Seattle,USA
2014-06-10 00:00:00,385000.0,4.0,1.75,1720,8750,1.0,3,1971,9813 NE 140th St,Kirkland,USA
2014-06-10 00:00:00,515000.0,3.0,2.5,1800,5001,2.0,3,1996,8230 NE 125th Ct,Kirkland,USA
2014-06-10 00:00:00,375000.0,4.0,2.5,2210,9427,2.0,3,1999,475 S 190th St,Burien,USA
2014-06-10 00:00:00,650000.0,4.0,2.25,2560,9731,2.0,4,1973,7014 NE 139th St,Kirkland,USA
2014-06-10 00:00:00,306888.0,2.0,1.5,1010,7719,2.0,3,1981,2314 Blaine Ave NE,Renton,USA
2014-06-10 00:00:00,870000.0,4.0,2.5,3340,12248,2.0,3,1998,1919 Fairmount Ave SW,Seattle,USA
2014-06-10 00:00:00,310000.0,4.0,1.0,1740,11075,1.5,3,1965,2109 N 161st Pl,Shoreline,USA
2014-06-10 00:00:00,251750.0,3.0,2.0,1320,7200,1.0,5,1975,12526 SE 232nd St,Kent,USA
2014-06-10 00:00:00,366000.0,3.0,1.75,1520,8625,1.0,3,1976,19223 89th Ave NE,Bothell,USA
2014-06-10 00:00:00,429950.0,3.0,1.5,2010,9480,1.0,3,1951,11049 Sand Point Way NE,Seattle,USA
2014-06-10 00:00:00,710000.0,3.0,3.5,2440,3427,2.0,3,2000,2469 132nd Ave SE,Bellevue,USA
2014-06-10 00:00:00,895000.0,5.0,2.5,2550,20875,1.0,4,1953,11034 NE 26th Pl,Bellevue,USA
2014-06-10 00:00:00,149500.0,3.0,1.0,1010,9450,1.0,4,1959,27019 15th Ave S,Des Moines,USA
2014-06-10 00:00:00,310000.0,3.0,2.5,1780,6771,1.0,3,1990,8833 14th Ave SW,Seattle,USA
2014-06-10 00:00:00,555000.0,3.0,2.0,2180,4976,1.5,4,1930,3763 SW Hinds St,Seattle,USA
2014-06-10 00:00:00,750000.0,5.0,3.25,2750,7500,2.0,3,1937,10237 NE 64th St,Kirkland,USA
2014-06-10 00:00:00,745000.0,4.0,3.25,3490,7024,2.0,3,2006,27520 SE 28th Ct,Sammamish,USA
2014-06-10 00:00:00,695000.0,3.0,2.5,2550,45254,2.0,3,2001,4792-4798 281st Ave NE,Redmond,USA
2014-06-10 00:00:00,433000.0,3.0,1.75,1870,7189,1.0,3,1959,6811 51st Ave S,Seattle,USA
2014-06-10 00:00:00,307000.0,4.0,1.0,1150,8184,1.5,3,1947,15562 9th Ave NE,Shoreline,USA
2014-06-10 00:00:00,655275.0,3.0,1.75,2050,11856,1.0,3,1962,4040 134th Ave SE,Bellevue,USA
2014-06-10 00:00:00,392000.0,4.0,2.75,1940,6555,2.0,3,1990,25804-25810 Lake Wilderness Country Club Dr SE,Maple Valley,USA
2014-06-10 00:00:00,1180000.0,5.0,3.75,3630,6000,1.5,3,2004,810 5th St,Kirkland,USA
2014-06-10 00:00:00,359950.0,3.0,1.75,1890,9100,2.0,4,1952,1633 N 192nd St,Shoreline,USA
2014-06-10 00:00:00,360000.0,4.0,2.0,1630,10375,1.0,5,1968,17602 197th Pl NE,Woodinville,USA
2014-06-10 00:00:00,566000.0,4.0,1.75,2440,5000,1.0,3,1954,7328 12th Ave NW,Seattle,USA
2014-06-10 00:00:00,700000.0,5.0,2.75,3100,9825,2.0,4,1950,4251 NE 125th St,Seattle,USA
2014-06-10 00:00:00,415000.0,3.0,2.5,2090,6045,2.0,3,2000,3307 NE 7th St,Renton,USA
2014-06-10 00:00:00,199500.0,3.0,1.0,920,9812,1.0,4,1962,34021 40th Ave S,Auburn,USA
2014-06-10 00:00:00,749000.0,3.0,1.0,1580,5000,1.5,3,1926,7526 Jones Ave NW,Seattle,USA
2014-06-10 00:00:00,680000.0,3.0,1.75,1760,8400,1.0,4,1960,7510 45th Ave SW,Seattle,USA
2014-06-10 00:00:00,400000.0,4.0,2.5,2530,7563,1.0,3,1978,9808 NE 204th Pl,Bothell,USA
2014-06-10 00:00:00,608000.0,4.0,2.75,2490,9714,1.0,4,1983,10500-10598 NE 168th St,Bothell,USA
2014-06-10 00:00:00,589900.0,4.0,4.5,3870,35889,2.0,3,2001,24718 SE Mirrormont Dr,Issaquah,USA
2014-06-10 00:00:00,480000.0,5.0,2.5,2732,9500,1.0,4,1975,1006 S 286th Pl,Federal Way,USA
2014-06-10 00:00:00,1059500.0,5.0,3.25,3230,3825,2.0,3,2014,6729 Earl Ave NW,Seattle,USA
2014-06-10 00:00:00,915000.0,6.0,3.75,2930,14980,2.0,3,2013,6478 167th Ln SE,Bellevue,USA
2014-06-10 00:00:00,695000.0,4.0,3.5,3510,9364,2.0,3,2001,34809 SE Garden Ct,Snoqualmie,USA
2014-06-10 00:00:00,899900.0,4.0,2.5,2580,3909,2.0,3,2013,1235 Market St,Kirkland,USA
2014-06-10 00:00:00,499950.0,2.0,2.25,1060,1208,2.0,3,2005,2008 Yale Ave E,Seattle,USA
2014-06-10 00:00:00,533112.0,4.0,2.75,2790,8853,2.0,3,2013,1030 SE 10th St,North Bend,USA
2014-06-10 00:00:00,303210.0,4.0,2.5,2009,5000,2.0,3,2014,2411 57th St SE,Auburn,USA
2014-06-10 00:00:00,525000.0,5.0,2.75,2880,8364,2.0,3,2006,407 Kitsap Ave NE,Renton,USA
2014-06-10 00:00:00,399950.0,2.0,1.0,710,1157,2.0,4,1943,2358 Fairview Ave E,Seattle,USA
2014-06-11 00:00:00,850830.0,3.0,2.5,2070,13241,1.5,5,1910,2505 Boyer Ave E,Seattle,USA
2014-06-11 00:00:00,371500.0,3.0,2.0,1370,8336,1.0,5,1964,2320 N 161st St,Shoreline,USA
2014-06-11 00:00:00,522000.0,3.0,1.75,1730,8400,1.0,4,1980,8605 169th Ct NE,Redmond,USA
2014-06-11 00:00:00,588000.0,4.0,2.0,1680,5000,1.0,3,1950,7734 39th Ave NE,Seattle,USA
2014-06-11 00:00:00,276900.0,2.0,1.0,1350,10096,1.0,4,1952,428 Orchard Ave NE,North Bend,USA
2014-06-11 00:00:00,248000.0,5.0,1.5,1510,9078,1.0,4,1959,2052 S 132nd St,SeaTac,USA
2014-06-11 00:00:00,280000.0,3.0,2.5,1860,6607,2.0,3,1989,1206 SW 349th St,Federal Way,USA
2014-06-11 00:00:00,495000.0,6.0,5.0,3440,4500,2.0,3,2007,321 Hardie Ave NW,Renton,USA
2014-06-11 00:00:00,665000.0,6.0,3.0,4250,4400,2.5,4,1902,3907 S Edmunds St,Seattle,USA
2014-06-11 00:00:00,290300.0,2.0,1.0,860,3874,1.0,4,1931,915 N 1st St,Renton,USA
2014-06-11 00:00:00,527000.0,2.0,1.75,1640,4080,1.0,3,1921,4746 Thackeray Pl NE,Seattle,USA
2014-06-11 00:00:00,487028.0,2.0,1.5,1295,1093,2.0,3,2007,2514 E Denny Way,Seattle,USA
2014-06-11 00:00:00,325000.0,3.0,1.75,1790,27427,1.0,3,1978,43404 SE 76th St,Snoqualmie,USA
2014-06-11 00:00:00,799000.0,3.0,1.5,2210,6300,1.5,5,1916,1422 33rd Ave S,Seattle,USA
2014-06-11 00:00:00,7062500.0,5.0,4.5,10040,37325,2.0,3,1940,4442 95th Ave NE,Bellevue,USA
2014-06-11 00:00:00,354000.0,3.0,1.0,940,10368,1.0,3,1965,15550 NE 60th St,Redmond,USA
2014-06-11 00:00:00,262500.0,3.0,1.5,1160,8906,1.0,3,1962,7327 33rd Ave S,Seattle,USA
2014-06-11 00:00:00,560200.0,3.0,2.5,1990,3984,2.0,3,2004,24134 SE 20th St,Sammamish,USA
2014-06-11 00:00:00,220000.0,3.0,1.0,1050,6300,1.0,3,1942,10102 33rd Ave SW,Seattle,USA
2014-06-11 00:00:00,650000.0,2.0,1.0,1030,5750,1.0,5,1928,1923 46th Ave SW,Seattle,USA
2014-06-11 00:00:00,435000.0,3.0,2.5,1420,2581,3.0,3,2004,136 N 101st St,Seattle,USA
2014-06-11 00:00:00,800000.0,4.0,3.75,2690,4000,2.0,4,1909,2537 11th Ave W,Seattle,USA
2014-06-11 00:00:00,1010000.0,4.0,2.5,3760,29224,2.0,3,1987,15736 NE 134th St,Redmond,USA
2014-06-11 00:00:00,200000.0,2.0,1.0,700,4700,1.0,5,1953,751 Redmond Ave NE,Renton,USA
2014-06-11 00:00:00,295000.0,5.0,3.5,2100,5107,2.0,3,1999,10026 61st Ave S,Seattle,USA
2014-06-11 00:00:00,580379.0,4.0,2.75,2240,27820,1.5,4,1976,21404 SE 19th St,Sammamish,USA
2014-06-11 00:00:00,875000.0,4.0,2.5,3470,32109,2.0,3,1995,22618 NE 143rd Ct,Woodinville,USA
2014-06-11 00:00:00,515000.0,3.0,2.5,3370,19585,2.0,3,1951,15043 Densmore Ave N,Shoreline,USA
2014-06-11 00:00:00,599000.0,4.0,2.5,2790,230868,2.0,3,1989,18905 240th Ave NE,Woodinville,USA
2014-06-11 00:00:00,285000.0,3.0,2.5,1870,4060,2.0,3,2005,13303 SE 227th St,Kent,USA
2014-06-11 00:00:00,290000.0,3.0,1.75,1520,15090,1.0,4,1968,28515 SE 228th St,Maple Valley,USA
2014-06-11 00:00:00,355000.0,1.0,1.75,750,20339,1.0,4,1946,14128 W Lake Kathleen Dr SE,Renton,USA
2014-06-11 00:00:00,381000.0,3.0,1.5,1460,11407,1.0,3,1954,16044 33rd Ave NE,Lake Forest Park,USA
2014-06-11 00:00:00,571000.0,3.0,2.5,2600,7465,2.0,3,1988,15201 93rd Pl NE,Bothell,USA
2014-06-11 00:00:00,852600.0,4.0,2.5,3320,11901,2.0,5,1977,5334-5394 134th Ave SE,Bellevue,USA
2014-06-11 00:00:00,1085000.0,5.0,2.5,2340,6000,2.0,4,1922,3107 37th Pl S,Seattle,USA
2014-06-11 00:00:00,371000.0,3.0,1.0,890,7200,1.0,3,1951,3843 NE 113th St,Seattle,USA
2014-06-11 00:00:00,514000.0,3.0,1.75,1720,5899,1.0,3,1986,4052 SW Myrtle St,Seattle,USA
2014-06-11 00:00:00,386000.0,3.0,1.5,1270,1318,2.0,3,2004,3613 Gilman Ave W,Seattle,USA
2014-06-11 00:00:00,464000.0,4.0,2.5,2180,7203,2.0,4,1989,5055 NE 23rd St,Renton,USA
2014-06-11 00:00:00,335000.0,4.0,2.25,2030,13500,1.0,3,1963,20532 SE 159th St,Renton,USA
2014-06-11 00:00:00,740000.0,4.0,2.75,2490,17833,2.0,3,1979,12537 41st Ave NE,Seattle,USA
2014-06-11 00:00:00,465000.0,4.0,1.75,1470,5350,1.0,3,1955,10424 12th Ave NE,Seattle,USA
2014-06-11 00:00:00,700000.0,3.0,2.75,2500,7378,1.0,5,1948,10050 11th Ave NW,Seattle,USA
2014-06-11 00:00:00,785000.0,3.0,3.5,4500,21870,2.0,3,2004,13528 SE 333rd Pl,Auburn,USA
2014-06-11 00:00:00,350000.0,3.0,3.25,1460,1592,2.0,3,2006,6003 Lanham Pl SW,Seattle,USA
2014-06-11 00:00:00,148000.0,1.0,1.0,620,8261,1.0,3,1939,9854 25th Ave SW,Seattle,USA
2014-06-11 00:00:00,530000.0,3.0,1.75,1550,3680,1.0,3,1927,209 NW 73rd St,Seattle,USA
2014-06-11 00:00:00,349000.0,3.0,2.5,1430,1002,3.0,3,2002,720 N 95th St,Seattle,USA
2014-06-11 00:00:00,240000.0,3.0,1.5,1360,9760,1.5,5,1984,43712 SE 150th St,North Bend,USA
2014-06-11 00:00:00,330000.0,3.0,2.5,2210,7557,2.0,3,1989,32739 47th Ave SW,Federal Way,USA
2014-06-11 00:00:00,735000.0,4.0,1.75,2460,5100,1.5,5,1909,6815 26th Ave NE,Seattle,USA
2014-06-11 00:00:00,545000.0,3.0,2.5,2180,15693,1.0,4,1979,1801 193rd Ave SE,Sammamish,USA
2014-06-11 00:00:00,214950.0,3.0,1.75,1570,4875,1.0,4,1977,26712 186th Ave SE,Covington,USA
2014-06-11 00:00:00,657500.0,4.0,2.75,4140,24190,2.0,3,2002,32927 143rd Ct SE,Auburn,USA
2014-06-11 00:00:00,476000.0,3.0,1.0,1140,5500,1.5,4,1908,4415 29th Ave W,Seattle,USA
2014-06-11 00:00:00,2888000.0,5.0,6.25,8670,64033,2.0,3,1965,1291 NW Elford Dr,Seattle,USA
2014-06-11 00:00:00,110000.0,2.0,1.0,800,15000,1.0,3,1927,12231 14th Ave S,Seattle,USA
2014-06-11 00:00:00,292000.0,4.0,2.75,2414,7693,2.0,3,2006,315 F St SE,Auburn,USA
2014-06-11 00:00:00,317000.0,3.0,1.0,1160,8813,1.0,3,1952,13319 1st Ave NE,Seattle,USA
2014-06-11 00:00:00,455000.0,4.0,2.5,3170,10688,2.0,3,2001,1118 U St NW,Auburn,USA
2014-06-11 00:00:00,1365000.0,5.0,3.5,4210,17258,2.0,3,1995,5564 169th Pl SE,Bellevue,USA
2014-06-11 00:00:00,460000.0,3.0,2.0,2060,4437,1.0,3,1929,3720 35th Ave SW,Seattle,USA
2014-06-11 00:00:00,405000.0,3.0,2.0,1640,7201,1.0,3,1948,12711 37th Ave NE,Seattle,USA
2014-06-11 00:00:00,333000.0,2.0,1.0,720,6686,1.0,3,1942,9716 4th Ave NW,Seattle,USA
2014-06-11 00:00:00,427000.0,4.0,1.0,1860,4736,1.5,1,1901,2411-2499 E Roy St,Seattle,USA
2014-06-11 00:00:00,742000.0,4.0,2.5,2810,10986,2.0,3,1997,1755 268th Pl SE,Sammamish,USA
2014-06-11 00:00:00,465000.0,4.0,2.5,2090,9702,1.0,5,1965,16135 Densmore Ave N,Shoreline,USA
2014-06-11 00:00:00,809950.0,4.0,2.5,3280,6181,2.0,3,2001,19199 NE 43rd Ct,Sammamish,USA
2014-06-11 00:00:00,619400.0,4.0,2.0,2090,3610,1.5,5,1927,8044 14th Avenue Northeast,Seattle,USA
2014-06-11 00:00:00,762400.0,3.0,1.75,2430,14607,1.0,3,1949,4854 E Mercer Way,Mercer Island,USA
2014-06-11 00:00:00,535000.0,5.0,2.25,2520,49222,2.0,4,1978,20645 SE 123rd St,Issaquah,USA
2014-06-11 00:00:00,881000.0,5.0,3.0,2510,4125,1.5,5,1925,540 33rd Ave S,Seattle,USA
2014-06-11 00:00:00,813000.0,4.0,2.75,3370,6675,1.0,4,1948,1501 33rd Ave S,Seattle,USA
2014-06-11 00:00:00,234000.0,3.0,2.0,1640,5280,1.5,5,1910,28 M St NE,Auburn,USA
2014-06-11 00:00:00,308900.0,3.0,2.5,2250,7294,2.0,3,1994,5006 Highland Dr SE,Auburn,USA
2014-06-11 00:00:00,450000.0,4.0,2.5,2300,19250,1.0,4,1955,13406 423rd Ave SE,North Bend,USA
2014-06-11 00:00:00,547500.0,3.0,3.5,1650,2262,3.0,3,2010,769 N 74th St,Seattle,USA
2014-06-11 00:00:00,399950.0,2.0,1.0,710,1131,2.0,4,1943,2358 Fairview Ave E,Seattle,USA
2014-06-11 00:00:00,516000.0,4.0,3.5,2550,8698,2.0,3,2007,8816 Venn Ave SE,Snoqualmie,USA
2014-06-11 00:00:00,250000.0,2.0,1.5,982,846,2.0,3,2006,10217 Aurora Ave N,Seattle,USA
2014-06-11 00:00:00,475000.0,3.0,2.25,1630,2520,2.0,3,2005,2009 25th Ave NE,Issaquah,USA
2014-06-11 00:00:00,415000.0,4.0,2.5,2550,4500,2.0,3,2009,564 Field Pl NE,Renton,USA
2014-06-11 00:00:00,545000.0,2.0,1.25,1240,2150,2.0,3,2014,8050 14th Ave NW,Seattle,USA
2014-06-11 00:00:00,329950.0,3.0,2.5,2456,7566,2.0,3,2012,33800-33998 12th Pl SW,Federal Way,USA
2014-06-12 00:00:00,1325000.0,5.0,2.25,3200,20158,1.0,3,1965,2154-2398 94th Ave NE,Clyde Hill,USA
2014-06-12 00:00:00,784000.0,3.0,3.5,3950,111078,1.5,3,1989,19851 NE Redmond Rd,Redmond,USA
2014-06-12 00:00:00,610750.0,4.0,2.25,2180,7297,2.0,3,1984,21132 NE 42nd St,Sammamish,USA
2014-06-12 00:00:00,578000.0,4.0,2.5,3140,9225,1.0,5,1966,540 Raymond Pl NW,Renton,USA
2014-06-12 00:00:00,1485000.0,4.0,3.75,4030,10800,2.0,3,2006,619 9th Ave,Kirkland,USA
2014-06-12 00:00:00,501000.0,3.0,1.75,1970,7972,1.0,5,1976,8600-8604 NW 5th St,Renton,USA
2014-06-12 00:00:00,465250.0,5.0,2.0,1940,7642,1.5,3,1957,20028 18th Ave NW,Shoreline,USA
2014-06-12 00:00:00,2250000.0,5.0,4.25,4860,9453,1.5,5,1905,173 37th Ave E,Seattle,USA
2014-06-12 00:00:00,1095000.0,0.0,0.0,3064,4764,3.5,3,1990,814 E Howe St,Seattle,USA
2014-06-12 00:00:00,315000.0,2.0,1.0,970,5665,1.0,4,1908,4726 S Orcas St,Seattle,USA
2014-06-12 00:00:00,900000.0,4.0,2.25,2460,44431,1.0,4,1957,539 145th Ave SE,Bellevue,USA
2014-06-12 00:00:00,789500.0,4.0,2.5,3010,6100,2.0,3,2005,6466 195th Pl NE,Redmond,USA
2014-06-12 00:00:00,678500.0,3.0,2.0,2460,6600,1.0,4,1952,9108 40th Ave SW,Seattle,USA
